3345H;00;4390;"5";"";1504;1200;;;0;0;"stadt bielefeld gebühren f. un";"";0;EUR;3345;EUR;0
5217H;09;4530;"5";"";1504;1200;;;0;0;"tankstelle diesel";"";1900;EUR;5217;EUR;0
4334H;01;3200;"5";"";1504;1200;;;0;0;"fedex hardkernel bestand zum v";"";0;EUR;4334;EUR;0
1250H;09;4980;"5";"";1504;1200;;;0;0;"fed ex provison f. hardkenel (";"";1900;EUR;1250;EUR;0
300000H;00;1360;"5";"";1504;1200;;;0;0;"transfer barry abdoul";"";0;EUR;300000;EUR;0
6519H;01;4940;"5";"";1704;1200;;;0;0;"Mastercard amazon bücher(ausla";"";0;EUR;6519;EUR;0
102H;00;4925;"5";"";1704;1200;;;0;0;"Mastercard amazon web einsatz";"";0;EUR;102;EUR;0
1H;00;4970;"5";"";1704;1200;;;0;0;"Mastercard auslandeinsatz";"";0;EUR;1;EUR;0
301342S;00;1780;"5";"";1804;1200;;;0;0;"ust 02/13";"";0;EUR;301342;EUR;0
3013H;09;4920;"5";"";1904;1200;;;0;0;"telekom mobilfunk";"";1900;EUR;3013;EUR;0
3553H;09;4530;"5";"";2204;1200;;;0;0;"tankstelle diesel";"";1900;EUR;3553;EUR;0
4704H;09;4530;"5";"";2304;1200;;;0;0;"alal autocenter diesel";"";1900;EUR;4704;EUR;0
35500H;00;4510;"5";"";2404;1200;;;0;0;"fa bielefeld kfz steuer BI-KK ";"";0;EUR;35500;EUR;0
4557H;09;4530;"5";"";2904;1200;;;0;0;"go tankstelle diesel";"";1900;EUR;4557;EUR;0
2910H;09;4530;"5";"";3004;1200;;;0;0;"alal tankstelle diesel";"";1900;EUR;2910;EUR;0
1400S;00;27;"Anl0520135";"";3105;4822;;;0;0;"Abschreibung";"";0;EUR;1400;EUR;0
8200S;00;200;"Anl0520135";"";3105;4830;;;0;0;"Abschreibung";"";0;EUR;8200;EUR;0
40400S;00;320;"Anl0520135";"";3105;4832;;;0;0;"Abschreibung";"";0;EUR;40400;EUR;0
2500S;00;420;"Anl0520135";"";3105;4830;;;0;0;"Abschreibung";"";0;EUR;2500;EUR;0
634H;09;4970;"5";"";0205;1200;;;0;0;"kreditprovision";"";1900;EUR;634;EUR;0
1232H;09;4970;"5";"";0205;1200;;;0;0;"kontoführung 04/13";"";1900;EUR;1232;EUR;0
1405382H;00;963;"5";"";0205;1200;;;0;0;"KST 2011";"";0;EUR;1405382;EUR;0
13000H;00;2115;"5";"";0205;1200;;;0;0;"Kst 2011 verspätungszuschlag";"";0;EUR;13000;EUR;0
851100H;00;1736;"5";"";0205;1200;;;0;0;"KST vz 2012";"";0;EUR;851100;EUR;0
174248H;00;1748;"5";"";0205;1200;;;0;0;"vorsorge luxenburg direktvers.";"";0;EUR;174248;EUR;0
1435092S;00;8400;"3-491060";"";0305;1200;;;0;0;"gulp consultung";"";1900;EUR;1435092;EUR;0
117600H;00;4124;"0";"";3105;1755;;;0;0;"kfz nutzung privater anteil v.";"";0;EUR;117600;EUR;0
410000H;00;4124;"0";"";3105;1755;;;0;0;"05/13";"";0;EUR;410000;EUR;0
36766H;00;4149;"0";"";3105;1755;;;0;0;"05/13";"";0;EUR;36766;EUR;0
174248H;00;4165;"0";"";3105;1755;;;0;0;"05/13";"";0;EUR;174248;EUR;0
311769S;00;1740;"0";"";3105;1755;;;0;0;"05/13";"";0;EUR;311769;EUR;0
32981H;00;1740;"0";"";3105;1755;;;0;0;"überzahlungen 05/13";"";0;EUR;32981;EUR;0
134997S;00;1741;"0";"";3105;1755;;;0;0;"05/13";"";0;EUR;134997;EUR;0
32981S;00;1748;"0";"";3105;1755;;;0;0;"05/13 (von 02-04 rückrechnung ";"";0;EUR;32981;EUR;0
174248S;00;1748;"0";"";3105;1755;;;0;0;"05/13";"";0;EUR;174248;EUR;0
117600S;00;8611;"0";"";3105;1755;;;0;0;"kfz nutzung Kaba bintou (v. 02";"";1900;EUR;117600;EUR;0
99960H;09;4210;"6";"";0605;1200;;;0;0;"miete05/13";"";1900;EUR;99960;EUR;0
353534H;00;1740;"6";"";0605;1200;;;0;0;"Gehalt Bintou Mady 04/13";"";0;EUR;353534;EUR;0
1304700H;00;956;"6";"";0505;1200;;;0;0;"Gewst 2011";"";0;EUR;1304700;EUR;0
6591H;01;4530;"6";"";0705;1200;;;0;0;"avia tankstelle diesel (Beleg ";"";0;EUR;6591;EUR;0
200000S;00;1507;"6";"";1005;1200;;;0;0;"bintou kaba darlehensrückzahlu";"";0;EUR;200000;EUR;0
5973H;09;4920;"6";"";1005;1200;;;0;0;"Telekom 05/13";"";1900;EUR;5973;EUR;0
385415H;00;1741;"6";"";1405;1200;;;0;0;"Lst 04/13";"";0;EUR;385415;EUR;0
4100H;09;4530;"6";"";1405;1200;;;0;0;"aral diesel";"";1900;EUR;4100;EUR;0
182200H;00;4320;"6";"";1505;1200;;;0;0;"gewst vz 2013";"";0;EUR;182200;EUR;0
500000S;00;1360;"6";"";1705;1200;;;0;0;"umbuchung";"";0;EUR;500000;EUR;0
2574H;09;4806;"6";"";2105;1200;;;0;0;"onlineversand  ladegerät";"";1900;EUR;2574;EUR;0
100H;00;4925;"6";"";1705;1200;;;0;0;"Mastercard amazon web service";"";0;EUR;100;EUR;0
1H;00;4970;"6";"";1705;1200;;;0;0;"Mastercard auslandeinsatz";"";0;EUR;1;EUR;0
3490H;00;1590;"6";"";1705;1200;;;0;0;"paypal martenkoppe";"";0;EUR;3490;EUR;0
2826H;09;4530;"6";"";2105;1200;;;0;0;"BFT tankstelle diesel";"";1900;EUR;2826;EUR;0
